timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1747672216.6138656,0.03435106,0.549983,0.62167484,-0.056458972,-0.84102565,-0.96472937
1747672216.617741,0.03435106,0.549983,0.62167484,-0.056458972,-0.84102565,-0.96472937
1747672216.618585,0.03435106,0.549983,0.62167484,-0.056458972,-0.84102565,-0.96472937
1747672216.6195502,0.03435106,0.549983,0.62167484,-0.056458972,-0.84102565,-0.96472937
1747672216.6202962,0.03435106,0.549983,0.62167484,-0.056458972,-0.84102565,-0.96472937
1747672216.6210203,0.03435106,0.549983,0.62167484,-0.056458972,-0.84102565,-0.96472937
1747672216.6217866,0.03435106,0.549983,0.62167484,-0.056458972,-0.84102565,-0.96472937
1747672216.6225116,0.03435106,0.549983,0.62167484,-0.056458972,-0.84102565,-0.96472937
1747672216.623232,0.03435106,0.549983,0.62167484,-0.056458972,-0.84102565,-0.96472937
1747672216.6239529,0.03435106,0.549983,0.62167484,-0.056458972,-0.84102565,-0.96472937
1747672216.6251616,0.03435106,0.549983,0.62167484,-0.056458972,-0.84102565,-0.96472937
1747672216.6259544,0.03435106,0.549983,0.62167484,-0.056458972,-0.84102565,-0.96472937
1747672216.6274066,0.03435106,0.549983,0.62167484,-0.056458972,-0.84102565,-0.96472937
1747672216.697977,0.65279216,0.6529752,0.91210294,0.22477064,-0.886832,-2.0193403
1747672216.7026434,0.65279216,0.6529752,0.91210294,0.22477064,-0.886832,-2.0193403
1747672216.7033916,0.65279216,0.6529752,0.91210294,0.22477064,-0.886832,-2.0193403
1747672216.7041113,0.65279216,0.6529752,0.91210294,0.22477064,-0.886832,-2.0193403
1747672216.7876024,0.48878568,0.39232203,0.45425153,-0.16085482,-1.9947062,-1.5900391
1747672216.7884188,0.48878568,0.39232203,0.45425153,-0.16085482,-1.9947062,-1.5900391
1747672216.789152,0.48878568,0.39232203,0.45425153,-0.16085482,-1.9947062,-1.5900391
1747672216.7898731,0.48878568,0.39232203,0.45425153,-0.16085482,-1.9947062,-1.5900391
1747672216.7905946,0.48878568,0.39232203,0.45425153,-0.16085482,-1.9947062,-1.5900391
1747672216.7913163,0.48878568,0.39232203,0.45425153,-0.16085482,-1.9947062,-1.5900391
1747672216.7927856,0.48878568,0.39232203,0.45425153,-0.16085482,-1.9947062,-1.5900391
1747672216.7936428,0.48878568,0.39232203,0.45425153,-0.16085482,-1.9947062,-1.5900391
1747672216.7943826,0.47658277,0.28640118,0.33417538,-0.28016433,-1.7209334,-1.572995
1747672216.7951205,0.47658277,0.28640118,0.33417538,-0.28016433,-1.7209334,-1.572995
1747672216.7959995,0.47658277,0.28640118,0.33417538,-0.28016433,-1.7209334,-1.572995
1747672216.7967172,0.47658277,0.28640118,0.33417538,-0.28016433,-1.7209334,-1.572995
1747672216.7974346,0.47658277,0.28640118,0.33417538,-0.28016433,-1.7209334,-1.572995
1747672216.8582835,0.5561454,-0.06211257,-0.04655392,-0.81918776,-3.6927364,-2.3548985
1747672216.8591173,0.5561454,-0.06211257,-0.04655392,-0.81918776,-3.6927364,-2.3548985
1747672216.85987,0.5561454,-0.06211257,-0.04655392,-0.81918776,-3.6927364,-2.3548985
1747672216.8607006,0.5561454,-0.06211257,-0.04655392,-0.81918776,-3.6927364,-2.3548985
1747672216.861704,0.5561454,-0.06211257,-0.04655392,-0.81918776,-3.6927364,-2.3548985
1747672216.8625028,0.5561454,-0.06211257,-0.04655392,-0.81918776,-3.6927364,-2.3548985
1747672216.8975785,0.24326405,-0.47945046,-0.1739518,-2.1571589,-3.9835534,-2.284591
1747672216.899509,0.24326405,-0.47945046,-0.1739518,-2.1571589,-3.9835534,-2.284591
1747672216.9008389,0.24326405,-0.47945046,-0.1739518,-2.1571589,-3.9835534,-2.284591
1747672216.9016485,0.24326405,-0.47945046,-0.1739518,-2.1571589,-3.9835534,-2.284591
1747672216.902376,0.24326405,-0.47945046,-0.1739518,-2.1571589,-3.9835534,-2.284591
1747672216.903081,0.24326405,-0.47945046,-0.1739518,-2.1571589,-3.9835534,-2.284591
1747672216.9037888,0.24326405,-0.47945046,-0.1739518,-2.1571589,-3.9835534,-2.284591
1747672216.9045153,0.24326405,-0.47945046,-0.1739518,-2.1571589,-3.9835534,-2.284591
1747672216.9052372,0.24033538,-0.6141701,-0.18566655,-2.1571589,-3.9835534,-2.284591
1747672216.9059486,0.24033538,-0.6141701,-0.18566655,-2.6088307,-3.8631785,-2.0555594
1747672216.906725,0.24033538,-0.6141701,-0.18566655,-2.6088307,-3.8631785,-2.0555594
1747672216.907499,0.24033538,-0.6141701,-0.18566655,-2.6088307,-3.8631785,-2.0555594
1747672216.9082644,0.24033538,-0.6141701,-0.18566655,-2.6088307,-3.8631785,-2.0555594
1747672216.9090579,0.24033538,-0.6141701,-0.18566655,-2.6088307,-3.8631785,-2.0555594
1747672216.9453652,0.7421171,-1.674843,-0.07730513,-4.3484063,-3.169692,-2.1493025
1747672216.9461777,0.7421171,-1.674843,-0.07730513,-4.3484063,-3.169692,-2.1493025
1747672216.946969,0.7421171,-1.674843,-0.07730513,-4.3484063,-3.169692,-2.1493025
1747672216.9477298,0.7421171,-1.674843,-0.07730513,-4.3484063,-3.169692,-2.1493025
1747672216.9484584,0.7421171,-1.674843,-0.07730513,-4.3484063,-3.169692,-2.1493025
1747672216.9491656,0.7421171,-1.674843,-0.07730513,-4.3484063,-3.169692,-2.1493025
1747672216.9498734,0.7421171,-1.674843,-0.07730513,-4.3484063,-3.169692,-2.1493025
1747672216.9506142,0.7421171,-1.674843,-0.07730513,-4.3484063,-3.169692,-2.1493025
1747672216.9513493,0.7421171,-1.674843,-0.07730513,-4.3484063,-3.169692,-2.1493025
1747672216.952061,0.7421171,-1.674843,-0.07730513,-4.3484063,-3.169692,-2.1493025
1747672216.9527698,0.7421171,-1.674843,-0.07730513,-4.3484063,-3.169692,-2.1493025
1747672216.9535391,0.5644434,-1.8808273,0.1462513,-4.3484063,-3.169692,-2.1493025
1747672216.9542718,0.5644434,-1.8808273,0.1462513,-4.8107305,-2.8980498,-2.3378541
1747672216.955112,0.5644434,-1.8808273,0.1462513,-4.8107305,-2.8980498,-2.3378541
1747672216.9559097,0.5644434,-1.8808273,0.1462513,-4.8107305,-2.8980498,-2.3378541
1747672216.990011,0.17639238,-2.020428,0.71588093,-4.763859,-3.0109677,-2.0523636
1747672216.991639,0.17639238,-2.020428,0.71588093,-4.763859,-3.0109677,-2.0523636
1747672216.9927702,0.17639238,-2.020428,0.71588093,-4.763859,-3.0109677,-2.0523636
1747672216.993566,0.17639238,-2.020428,0.71588093,-4.763859,-3.0109677,-2.0523636
1747672216.9943075,0.17639238,-2.020428,0.71588093,-4.763859,-3.0109677,-2.0523636
1747672216.9950414,0.10463954,-2.0379999,0.754442,-4.763859,-3.0109677,-2.0523636
1747672216.9957614,0.10463954,-2.0379999,0.754442,-4.4538674,-3.4669006,-1.7977655
1747672216.9965239,0.10463954,-2.0379999,0.754442,-4.4538674,-3.4669006,-1.7977655
1747672216.9972458,0.10463954,-2.0379999,0.754442,-4.4538674,-3.4669006,-1.7977655
1747672216.9979508,0.10463954,-2.0379999,0.754442,-4.4538674,-3.4669006,-1.7977655
1747672216.9987125,0.10463954,-2.0379999,0.754442,-4.4538674,-3.4669006,-1.7977655
1747672216.999445,0.10463954,-2.0379999,0.754442,-4.4538674,-3.4669006,-1.7977655
1747672217.000162,0.10463954,-2.0379999,0.754442,-4.4538674,-3.4669006,-1.7977655
1747672217.0008657,0.10463954,-2.0379999,0.754442,-4.4538674,-3.4669006,-1.7977655
1747672217.0018973,0.10463954,-2.0379999,0.754442,-4.4538674,-3.4669006,-1.7977655
1747672217.0026786,0.10463954,-2.0379999,0.754442,-4.4538674,-3.4669006,-1.7977655
1747672217.0376244,0.3316128,-1.7290236,0.4854909,-4.144941,-5.9063544,-0.3053312
1747672217.0387788,0.3316128,-1.7290236,0.4854909,-4.144941,-5.9063544,-0.3053312
1747672217.0395393,0.3316128,-1.7290236,0.4854909,-4.144941,-5.9063544,-0.3053312
1747672217.0403314,0.3316128,-1.7290236,0.4854909,-4.144941,-5.9063544,-0.3053312
1747672217.0410776,0.3316128,-1.7290236,0.4854909,-4.144941,-5.9063544,-0.3053312
1747672217.0418096,0.3316128,-1.7290236,0.4854909,-4.144941,-5.9063544,-0.3053312
1747672217.0425339,0.3316128,-1.7290236,0.4854909,-4.708465,-5.6208634,0.18788588
1747672217.0432723,0.3316128,-1.7290236,0.4854909,-4.708465,-5.6208634,0.18788588
1747672217.0439985,0.38872218,-1.6250552,0.41813108,-4.708465,-5.6208634,0.18788588
1747672217.0447164,0.38872218,-1.6250552,0.41813108,-4.708465,-5.6208634,0.18788588
1747672217.0454576,0.38872218,-1.6250552,0.41813108,-4.708465,-5.6208634,0.18788588
1747672217.0462182,0.38872218,-1.6250552,0.41813108,-4.708465,-5.6208634,0.18788588
1747672217.046948,0.38872218,-1.6250552,0.41813108,-4.708465,-5.6208634,0.18788588
