timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1747672445.1200504,-0.037401773,0.98733366,0.10817838,0.006391582,0.062317923,-0.046472125
1747672445.1208322,-0.037401773,0.98733366,0.10817838,0.006391582,0.062317923,-0.046472125
1747672445.1215587,-0.037401773,0.98733366,0.10817838,0.006391582,0.062317923,-0.046472125
1747672445.122297,-0.037401773,0.98733366,0.10817838,0.006391582,0.062317923,-0.046472125
1747672445.1232603,-0.026663255,0.9795238,0.15650171,-0.012783164,0.056991603,-0.0038615807
1747672445.1242313,-0.026663255,0.9795238,0.15650171,-0.012783164,0.056991603,-0.0038615807
1747672445.1251209,-0.026663255,0.9795238,0.15650171,-0.012783164,0.056991603,-0.0038615807
1747672445.1261766,-0.026663255,0.9795238,0.15650171,-0.012783164,0.056991603,-0.0038615807
1747672445.1269422,-0.026663255,0.9795238,0.15650171,-0.012783164,0.056991603,-0.0038615807
1747672445.1279695,0.006528531,0.9785476,0.18920538,-0.012783164,0.056991603,-0.0038615807
1747672445.1853864,0.016778937,1.0195491,0.11794066,0.13422322,-0.21678115,-0.040080544
1747672445.1932852,0.092924796,1.0415143,0.1159882,0.092677936,-0.12303795,-0.054994237
1747672445.1940982,0.092924796,1.0415143,0.1159882,0.092677936,-0.12303795,-0.054994237
1747672445.1949017,0.092924796,1.0415143,0.1159882,0.092677936,-0.12303795,-0.054994237
1747672445.1956952,0.092924796,1.0415143,0.1159882,0.092677936,-0.12303795,-0.054994237
1747672445.196476,0.092924796,1.0415143,0.1159882,0.092677936,-0.12303795,-0.054994237
1747672445.1972027,0.092924796,1.0415143,0.1159882,0.092677936,-0.12303795,-0.054994237
1747672445.1979187,0.092924796,1.0415143,0.1159882,0.092677936,-0.12303795,-0.054994237
1747672445.1986368,0.092924796,1.0415143,0.1159882,0.092677936,-0.12303795,-0.054994237
1747672445.199454,0.092924796,1.0415143,0.1159882,0.092677936,-0.12303795,-0.054994237
1747672445.2003741,0.092924796,1.0415143,0.1159882,0.092677936,-0.12303795,-0.054994237
1747672445.2011073,0.092924796,1.0415143,0.1159882,0.092677936,-0.12303795,-0.054994237
1747672445.2018337,0.30427837,1.0527409,0.15064433,0.018109482,0.15712638,-0.15619428
1747672445.2025983,0.30427837,1.0527409,0.15064433,0.018109482,0.15712638,-0.15619428
1747672445.2037349,0.30427837,1.0527409,0.15064433,0.018109482,0.15712638,-0.15619428
1747672445.2045562,0.30427837,1.0527409,0.15064433,0.018109482,0.15712638,-0.15619428
1747672445.2591941,0.099270284,1.0576221,0.07010544,0.08628636,-0.60879815,0.13675322
1747672445.259991,0.099270284,1.0576221,0.07010544,0.08628636,-0.60879815,0.13675322
1747672445.2608216,0.099270284,1.0576221,0.07010544,0.08628636,-0.60879815,0.13675322
1747672445.2615879,0.099270284,1.0576221,0.07010544,0.08628636,-0.60879815,0.13675322
1747672445.262305,0.099270284,1.0576221,0.07010544,0.08628636,-0.60879815,0.13675322
1747672445.2630048,0.099270284,1.0576221,0.07010544,0.08628636,-0.60879815,0.13675322
1747672445.2637212,0.099270284,1.0576221,0.07010544,0.08628636,-0.60879815,0.13675322
1747672445.2644699,0.099270284,1.0576221,0.07010544,0.08628636,-0.60879815,0.13675322
